entity_id,ts,day_type,tod_slot,temperature,cooling_kw,cooling_kw_clean,case_id
Bull_office_Efren,2017-01-03 19:00:00,ngay_lam_viec,19,15.0,59.82160186767578,59.82160186767578,
Bull_office_Efren,2017-01-03 20:00:00,ngay_lam_viec,20,12.8,36.92689895629883,36.92689895629883,
Bull_office_Efren,2017-01-03 21:00:00,ngay_lam_viec,21,11.7,25.5674991607666,25.5674991607666,
Bull_office_Efren,2017-01-03 22:00:00,ngay_lam_viec,22,10.0,13.645400047302246,13.645400047302246,
Bull_office_Efren,2017-01-03 23:00:00,ngay_lam_viec,23,7.8,19.37779998779297,19.37779998779297,
Bull_office_Efren,2017-01-04 00:00:00,ngay_lam_viec,0,6.7,2.21560001373291,2.21560001373291,
Bull_office_Efren,2017-01-04 01:00:00,ngay_lam_viec,1,6.1,0.0,0.0,
Bull_office_Efren,2017-01-04 02:00:00,ngay_lam_viec,2,5.0,0.0,0.0,
Bull_office_Efren,2017-01-04 03:00:00,ngay_lam_viec,3,4.4,0.0,0.0,
Bull_office_Efren,2017-01-04 04:00:00,ngay_lam_viec,4,3.9,7.6666998863220215,7.6666998863220215,
Bull_office_Efren,2017-01-04 05:00:00,ngay_lam_viec,5,3.9,7.209499835968018,7.209499835968018,
Bull_office_Efren,2017-01-04 06:00:00,ngay_lam_viec,6,3.9,3.552000045776367,3.552000045776367,
Bull_office_Efren,2017-01-04 07:00:00,ngay_lam_viec,7,3.3,0.0,0.0,
Bull_office_Efren,2017-01-04 08:00:00,ngay_lam_viec,8,3.9,0.0,0.0,
Bull_office_Efren,2017-01-04 09:00:00,ngay_lam_viec,9,3.9,0.0,0.0,
Bull_office_Efren,2017-01-04 10:00:00,ngay_lam_viec,10,4.4,0.0,0.0,
Bull_office_Efren,2017-01-04 11:00:00,ngay_lam_viec,11,6.1,0.0,0.0,
Bull_office_Efren,2017-01-04 12:00:00,ngay_lam_viec,12,6.1,0.0,0.0,
Bull_office_Efren,2017-01-04 13:00:00,ngay_lam_viec,13,6.7,0.0,0.0,
Bull_office_Efren,2017-01-04 14:00:00,ngay_lam_viec,14,8.3,0.0,0.0,
Bull_office_Efren,2017-01-04 15:00:00,ngay_lam_viec,15,8.3,0.0,0.0,
Bull_office_Efren,2017-01-04 16:00:00,ngay_lam_viec,16,8.9,0.0,0.0,
Bull_office_Efren,2017-01-04 17:00:00,ngay_lam_viec,17,8.9,6.752399921417236,6.752399921417236,
Bull_office_Efren,2017-01-04 18:00:00,ngay_lam_viec,18,7.8,0.07029999792575836,0.07029999792575836,
Bull_office_Efren,2017-01-04 19:00:00,ngay_lam_viec,19,6.7,0.0,0.0,
Bull_office_Efren,2017-01-04 20:00:00,ngay_lam_viec,20,5.6,0.0,0.0,
Bull_office_Efren,2017-01-04 21:00:00,ngay_lam_viec,21,5.0,0.0,0.0,
Bull_office_Efren,2017-01-04 22:00:00,ngay_lam_viec,22,5.0,0.0,0.0,
Bull_office_Efren,2017-01-04 23:00:00,ngay_lam_viec,23,4.4,15.896200180053711,15.896200180053711,
Bull_office_Efren,2017-01-05 00:00:00,ngay_lam_viec,0,4.4,2.4618000984191895,2.4618000984191895,
Bull_office_Efren,2017-01-05 01:00:00,ngay_lam_viec,1,5.6,0.0,0.0,
Bull_office_Efren,2017-01-05 02:00:00,ngay_lam_viec,2,6.1,0.0,0.0,
Bull_office_Efren,2017-01-05 03:00:00,ngay_lam_viec,3,6.7,0.0,0.0,
Bull_office_Efren,2017-01-05 04:00:00,ngay_lam_viec,4,7.8,0.0,0.0,
Bull_office_Efren,2017-01-05 05:00:00,ngay_lam_viec,5,6.1,0.0,0.0,
Bull_office_Efren,2017-01-05 06:00:00,ngay_lam_viec,6,6.1,0.0,0.0,
Bull_office_Efren,2017-01-05 07:00:00,ngay_lam_viec,7,7.8,0.0,0.0,
Bull_office_Efren,2017-01-05 08:00:00,ngay_lam_viec,8,8.9,0.0,0.0,
Bull_office_Efren,2017-01-05 09:00:00,ngay_lam_viec,9,11.1,12.097999572753906,12.097999572753906,
Bull_office_Efren,2017-01-05 10:00:00,ngay_lam_viec,10,10.6,16.66990089416504,16.66990089416504,
Bull_office_Efren,2017-01-05 11:00:00,ngay_lam_viec,11,11.1,13.188199996948242,13.188199996948242,
Bull_office_Efren,2017-01-05 12:00:00,ngay_lam_viec,12,12.8,20.46809959411621,20.46809959411621,
Bull_office_Efren,2017-01-05 13:00:00,ngay_lam_viec,13,13.9,40.44380187988281,40.44380187988281,
Bull_office_Efren,2017-01-05 14:00:00,ngay_lam_viec,14,16.7,56.375099182128906,56.375099182128906,
Bull_office_Efren,2017-01-05 15:00:00,ngay_lam_viec,15,16.1,69.80950164794922,69.80950164794922,
Bull_office_Efren,2017-01-05 16:00:00,ngay_lam_viec,16,13.9,45.82460021972656,45.82460021972656,
Bull_office_Efren,2017-01-05 17:00:00,ngay_lam_viec,17,8.9,16.458900451660156,16.458900451660156,
Bull_office_Efren,2017-01-05 18:00:00,ngay_lam_viec,18,6.1,0.0,0.0,
Bull_office_Efren,2017-01-05 19:00:00,ngay_lam_viec,19,6.1,0.0,0.0,
Bull_office_Efren,2017-01-05 20:00:00,ngay_lam_viec,20,5.6,0.0,0.0,
Bull_office_Efren,2017-01-05 21:00:00,ngay_lam_viec,21,4.4,0.0,0.0,
Bull_office_Efren,2017-01-05 22:00:00,ngay_lam_viec,22,3.3,0.0,0.0,
Bull_office_Efren,2017-01-05 23:00:00,ngay_lam_viec,23,2.2,5.415900230407715,5.415900230407715,
Bull_office_Efren,2017-01-06 00:00:00,ngay_lam_viec,0,1.1,7.6666998863220215,7.6666998863220215,
Bull_office_Efren,2017-01-06 01:00:00,ngay_lam_viec,1,0.6,2.6024999618530273,2.6024999618530273,
Bull_office_Efren,2017-01-06 02:00:00,ngay_lam_viec,2,0.0,0.808899998664856,0.808899998664856,
Bull_office_Efren,2017-01-06 03:00:00,ngay_lam_viec,3,0.0,0.0,0.0,
Bull_office_Efren,2017-01-06 04:00:00,ngay_lam_viec,4,-0.6,0.0,0.0,
Bull_office_Efren,2017-01-06 05:00:00,ngay_lam_viec,5,-1.1,0.0,0.0,
Bull_office_Efren,2017-01-06 06:00:00,ngay_lam_viec,6,-1.7,5.802800178527832,5.802800178527832,
Bull_office_Efren,2017-01-06 07:00:00,ngay_lam_viec,7,-1.7,0.0,0.0,
Bull_office_Efren,2017-01-06 08:00:00,ngay_lam_viec,8,-2.2,0.0,0.0,
Bull_office_Efren,2017-01-06 09:00:00,ngay_lam_viec,9,-2.2,0.0,0.0,
Bull_office_Efren,2017-01-06 10:00:00,ngay_lam_viec,10,-1.7,0.0,0.0,
Bull_office_Efren,2017-01-06 11:00:00,ngay_lam_viec,11,-1.1,0.0,0.0,
Bull_office_Efren,2017-01-06 12:00:00,ngay_lam_viec,12,-1.1,0.0,0.0,
Bull_office_Efren,2017-01-06 13:00:00,ngay_lam_viec,13,-0.6,0.0,0.0,
Bull_office_Efren,2017-01-06 14:00:00,ngay_lam_viec,14,0.0,0.0,0.0,
Bull_office_Efren,2017-01-06 15:00:00,ngay_lam_viec,15,0.0,0.0,0.0,
Bull_office_Efren,2017-01-06 16:00:00,ngay_lam_viec,16,-0.6,0.0,0.0,
Bull_office_Efren,2017-01-06 17:00:00,ngay_lam_viec,17,-1.1,0.0,0.0,
Bull_office_Efren,2017-01-06 18:00:00,ngay_lam_viec,18,-1.1,0.0,0.0,
Bull_office_Efren,2017-01-06 19:00:00,ngay_lam_viec,19,-1.1,0.0,0.0,
Bull_office_Efren,2017-01-06 20:00:00,ngay_lam_viec,20,-2.2,0.0,0.0,
Bull_office_Efren,2017-01-06 21:00:00,ngay_lam_viec,21,-3.3,0.0,0.0,
Bull_office_Efren,2017-01-06 22:00:00,ngay_lam_viec,22,-3.9,0.0,0.0,
Bull_office_Efren,2017-01-06 23:00:00,ngay_lam_viec,23,-4.4,0.0,0.0,
Bull_office_Efren,2017-01-07 00:00:00,cuoi_tuan,0,-5.0,0.0,0.0,
Bull_office_Efren,2017-01-07 01:00:00,cuoi_tuan,1,-5.0,0.0,0.0,
Bull_office_Efren,2017-01-07 02:00:00,cuoi_tuan,2,-5.6,0.0,0.0,
Bull_office_Efren,2017-01-07 03:00:00,cuoi_tuan,3,-5.6,0.0,0.0,
Bull_office_Efren,2017-01-07 04:00:00,cuoi_tuan,4,-6.1,0.0,0.0,
Bull_office_Efren,2017-01-07 05:00:00,cuoi_tuan,5,-6.7,0.0,0.0,
Bull_office_Efren,2017-01-07 06:00:00,cuoi_tuan,6,-6.7,0.0,0.0,
Bull_office_Efren,2017-01-07 07:00:00,cuoi_tuan,7,-6.7,0.0,0.0,
Bull_office_Efren,2017-01-07 08:00:00,cuoi_tuan,8,,0.0,0.0,
Bull_office_Efren,2017-01-07 09:00:00,cuoi_tuan,9,-5.0,0.0,0.0,
Bull_office_Efren,2017-01-07 10:00:00,cuoi_tuan,10,-2.2,0.0,0.0,
Bull_office_Efren,2017-01-07 11:00:00,cuoi_tuan,11,-0.6,0.0,0.0,
Bull_office_Efren,2017-01-07 12:00:00,cuoi_tuan,12,1.7,10.585700035095215,10.585700035095215,
Bull_office_Efren,2017-01-07 13:00:00,cuoi_tuan,13,3.3,26.657699584960938,26.657699584960938,
Bull_office_Efren,2017-01-07 14:00:00,cuoi_tuan,14,5.6,0.0,0.0,
Bull_office_Efren,2017-01-07 15:00:00,cuoi_tuan,15,6.1,0.0,0.0,
Bull_office_Efren,2017-01-07 16:00:00,cuoi_tuan,16,6.1,0.0,0.0,
Bull_office_Efren,2017-01-07 17:00:00,cuoi_tuan,17,5.0,8.686599731445312,8.686599731445312,
Bull_office_Efren,2017-01-07 18:00:00,cuoi_tuan,18,3.3,21.206600189208984,21.206600189208984,
Bull_office_Efren,2017-01-07 19:00:00,cuoi_tuan,19,1.7,18.744800567626953,18.744800567626953,
Bull_office_Efren,2017-01-07 20:00:00,cuoi_tuan,20,0.6,18.00629997253418,18.00629997253418,
Bull_office_Efren,2017-01-07 21:00:00,cuoi_tuan,21,0.0,16.634700775146484,16.634700775146484,
Bull_office_Efren,2017-01-07 22:00:00,cuoi_tuan,22,-1.1,14.454299926757812,14.454299926757812,
Bull_office_Efren,2017-01-07 23:00:00,cuoi_tuan,23,-1.1,13.434399604797363,13.434399604797363,
Bull_office_Efren,2017-01-08 00:00:00,cuoi_tuan,0,-2.2,14.594900131225586,14.594900131225586,
Bull_office_Efren,2017-01-08 01:00:00,cuoi_tuan,1,-4.4,10.691200256347656,10.691200256347656,
Bull_office_Efren,2017-01-08 02:00:00,cuoi_tuan,2,-4.4,10.796699523925781,10.796699523925781,
Bull_office_Efren,2017-01-08 03:00:00,cuoi_tuan,3,-4.4,8.93280029296875,8.93280029296875,
Bull_office_Efren,2017-01-08 04:00:00,cuoi_tuan,4,-5.0,8.159099578857422,8.159099578857422,
Bull_office_Efren,2017-01-08 05:00:00,cuoi_tuan,5,-5.6,6.1545000076293945,6.1545000076293945,
Bull_office_Efren,2017-01-08 06:00:00,cuoi_tuan,6,-5.6,7.1743998527526855,7.1743998527526855,
Bull_office_Efren,2017-01-08 07:00:00,cuoi_tuan,7,-6.1,7.279900074005127,7.279900074005127,
Bull_office_Efren,2017-01-08 08:00:00,cuoi_tuan,8,-5.0,4.642199993133545,4.642199993133545,
Bull_office_Efren,2017-01-08 09:00:00,cuoi_tuan,9,-1.1,7.1743998527526855,7.1743998527526855,
Bull_office_Efren,2017-01-08 10:00:00,cuoi_tuan,10,1.7,0.17579999566078186,0.17579999566078186,
Bull_office_Efren,2017-01-08 11:00:00,cuoi_tuan,11,4.4,0.0,0.0,
Bull_office_Efren,2017-01-08 12:00:00,cuoi_tuan,12,6.7,0.0,0.0,
Bull_office_Efren,2017-01-08 13:00:00,cuoi_tuan,13,8.9,0.0,0.0,
Bull_office_Efren,2017-01-08 14:00:00,cuoi_tuan,14,10.0,0.0,0.0,
Bull_office_Efren,2017-01-08 15:00:00,cuoi_tuan,15,10.6,0.0,0.0,
Bull_office_Efren,2017-01-08 16:00:00,cuoi_tuan,16,11.1,1.688099980354309,1.688099980354309,
Bull_office_Efren,2017-01-08 17:00:00,cuoi_tuan,17,10.0,9.319700241088867,9.319700241088867,
Bull_office_Efren,2017-01-08 18:00:00,cuoi_tuan,18,8.9,9.952699661254883,9.952699661254883,
Bull_office_Efren,2017-01-08 19:00:00,cuoi_tuan,19,9.4,13.786100387573242,13.786100387573242,
Bull_office_Efren,2017-01-08 20:00:00,cuoi_tuan,20,8.9,14.10260009765625,14.10260009765625,
Bull_office_Efren,2017-01-08 21:00:00,cuoi_tuan,21,7.8,10.515399932861328,10.515399932861328,
Bull_office_Efren,2017-01-08 22:00:00,cuoi_tuan,22,6.7,10.444999694824219,10.444999694824219,
Bull_office_Efren,2017-01-08 23:00:00,cuoi_tuan,23,6.1,10.269200325012207,10.269200325012207,
Bull_office_Efren,2017-01-09 00:00:00,ngay_lam_viec,0,6.1,9.60099983215332,9.60099983215332,
Bull_office_Efren,2017-01-09 01:00:00,ngay_lam_viec,1,7.2,8.123900413513184,8.123900413513184,
Bull_office_Efren,2017-01-09 02:00:00,ngay_lam_viec,2,7.2,9.143799781799316,9.143799781799316,
Bull_office_Efren,2017-01-09 03:00:00,ngay_lam_viec,3,7.8,10.76159954071045,10.76159954071045,
Bull_office_Efren,2017-01-09 04:00:00,ngay_lam_viec,4,7.8,9.706500053405762,9.706500053405762,
Bull_office_Efren,2017-01-09 05:00:00,ngay_lam_viec,5,7.2,10.093400001525879,10.093400001525879,
Bull_office_Efren,2017-01-09 06:00:00,ngay_lam_viec,6,6.1,5.380799770355225,5.380799770355225,
Bull_office_Efren,2017-01-09 07:00:00,ngay_lam_viec,7,7.2,0.0,0.0,
Bull_office_Efren,2017-01-09 08:00:00,ngay_lam_viec,8,7.2,0.0,0.0,
Bull_office_Efren,2017-01-09 09:00:00,ngay_lam_viec,9,8.9,0.0,0.0,
Bull_office_Efren,2017-01-09 10:00:00,ngay_lam_viec,10,11.1,0.0,0.0,
Bull_office_Efren,2017-01-09 11:00:00,ngay_lam_viec,11,15.0,0.0,0.0,
Bull_office_Efren,2017-01-09 12:00:00,ngay_lam_viec,12,17.8,0.0,0.0,
Bull_office_Efren,2017-01-09 13:00:00,ngay_lam_viec,13,18.9,36.50490188598633,36.50490188598633,
Bull_office_Efren,2017-01-09 14:00:00,ngay_lam_viec,14,20.6,43.57379913330078,43.57379913330078,
Bull_office_Efren,2017-01-09 15:00:00,ngay_lam_viec,15,21.1,51.662498474121094,51.662498474121094,
Bull_office_Efren,2017-01-09 16:00:00,ngay_lam_viec,16,21.7,69.73909759521484,69.73909759521484,
Bull_office_Efren,2017-01-09 17:00:00,ngay_lam_viec,17,21.1,75.47160339355469,75.47160339355469,
Bull_office_Efren,2017-01-09 18:00:00,ngay_lam_viec,18,19.4,61.26350021362305,61.26350021362305,
Bull_office_Efren,2017-01-09 19:00:00,ngay_lam_viec,19,18.9,45.12120056152344,45.12120056152344,
Bull_office_Efren,2017-01-09 20:00:00,ngay_lam_viec,20,17.2,37.10279846191406,37.10279846191406,
Bull_office_Efren,2017-01-09 21:00:00,ngay_lam_viec,21,16.7,25.919200897216797,25.919200897216797,
Bull_office_Efren,2017-01-09 22:00:00,ngay_lam_viec,22,16.1,23.598100662231445,23.598100662231445,
Bull_office_Efren,2017-01-09 23:00:00,ngay_lam_viec,23,15.6,22.542999267578125,22.542999267578125,
Bull_office_Efren,2017-01-10 00:00:00,ngay_lam_viec,0,15.6,19.096500396728516,19.096500396728516,
Bull_office_Efren,2017-01-10 01:00:00,ngay_lam_viec,1,15.6,17.0216007232666,17.0216007232666,
Bull_office_Efren,2017-01-10 02:00:00,ngay_lam_viec,2,15.6,17.584199905395508,17.584199905395508,
Bull_office_Efren,2017-01-10 03:00:00,ngay_lam_viec,3,15.6,14.735600471496582,14.735600471496582,
Bull_office_Efren,2017-01-10 04:00:00,ngay_lam_viec,4,15.6,14.419099807739258,14.419099807739258,
Bull_office_Efren,2017-01-10 05:00:00,ngay_lam_viec,5,15.6,16.951200485229492,16.951200485229492,
Bull_office_Efren,2017-01-10 06:00:00,ngay_lam_viec,6,15.6,17.127099990844727,17.127099990844727,
Bull_office_Efren,2017-01-10 07:00:00,ngay_lam_viec,7,15.6,12.590299606323242,12.590299606323242,
Bull_office_Efren,2017-01-10 08:00:00,ngay_lam_viec,8,15.6,17.93589973449707,17.93589973449707,
Bull_office_Efren,2017-01-10 09:00:00,ngay_lam_viec,9,16.7,30.737300872802734,30.737300872802734,
Bull_office_Efren,2017-01-10 10:00:00,ngay_lam_viec,10,18.3,48.91939926147461,48.91939926147461,
Bull_office_Efren,2017-01-10 11:00:00,ngay_lam_viec,11,20.6,62.7406005859375,62.7406005859375,
Bull_office_Efren,2017-01-10 12:00:00,ngay_lam_viec,12,22.2,72.69329833984375,72.69329833984375,
Bull_office_Efren,2017-01-10 13:00:00,ngay_lam_viec,13,23.9,87.71019744873047,87.71019744873047,
Bull_office_Efren,2017-01-10 14:00:00,ngay_lam_viec,14,25.0,99.9136962890625,99.9136962890625,
Bull_office_Efren,2017-01-10 15:00:00,ngay_lam_viec,15,25.6,125.72740173339844,125.72740173339844,
Bull_office_Efren,2017-01-10 16:00:00,ngay_lam_viec,16,26.1,145.28109741210938,145.28109741210938,
Bull_office_Efren,2017-01-10 17:00:00,ngay_lam_viec,17,25.6,146.476806640625,146.476806640625,
Bull_office_Efren,2017-01-10 18:00:00,ngay_lam_viec,18,23.3,125.83290100097656,125.83290100097656,
Bull_office_Efren,2017-01-10 19:00:00,ngay_lam_viec,19,20.0,104.76699829101562,104.76699829101562,
Bull_office_Efren,2017-01-10 20:00:00,ngay_lam_viec,20,18.3,84.01750183105469,84.01750183105469,
Bull_office_Efren,2017-01-10 21:00:00,ngay_lam_viec,21,19.4,72.02510070800781,72.02510070800781,
Bull_office_Efren,2017-01-10 22:00:00,ngay_lam_viec,22,18.9,63.30329895019531,63.30329895019531,
Bull_office_Efren,2017-01-10 23:00:00,ngay_lam_viec,23,17.8,35.238800048828125,35.238800048828125,
Bull_office_Efren,2017-01-11 00:00:00,ngay_lam_viec,0,17.2,27.853500366210938,27.853500366210938,
Bull_office_Efren,2017-01-11 01:00:00,ngay_lam_viec,1,16.7,26.094999313354492,26.094999313354492,
Bull_office_Efren,2017-01-11 02:00:00,ngay_lam_viec,2,16.7,25.778499603271484,25.778499603271484,
Bull_office_Efren,2017-01-11 03:00:00,ngay_lam_viec,3,16.1,29.92840003967285,29.92840003967285,
Bull_office_Efren,2017-01-11 04:00:00,ngay_lam_viec,4,15.6,22.29680061340332,22.29680061340332,
Bull_office_Efren,2017-01-11 05:00:00,ngay_lam_viec,5,15.6,26.34119987487793,26.34119987487793,
Bull_office_Efren,2017-01-11 06:00:00,ngay_lam_viec,6,16.1,28.66230010986328,28.66230010986328,
Bull_office_Efren,2017-01-11 07:00:00,ngay_lam_viec,7,17.2,45.71900177001953,45.71900177001953,
Bull_office_Efren,2017-01-11 08:00:00,ngay_lam_viec,8,17.8,70.864501953125,70.864501953125,
Bull_office_Efren,2017-01-11 09:00:00,ngay_lam_viec,9,17.8,77.61689758300781,77.61689758300781,
Bull_office_Efren,2017-01-11 10:00:00,ngay_lam_viec,10,18.9,93.79440307617188,93.79440307617188,
Bull_office_Efren,2017-01-11 11:00:00,ngay_lam_viec,11,20.0,122.6677017211914,122.6677017211914,
Bull_office_Efren,2017-01-11 12:00:00,ngay_lam_viec,12,22.8,145.28109741210938,145.28109741210938,
Bull_office_Efren,2017-01-11 13:00:00,ngay_lam_viec,13,23.9,165.71400451660156,165.71400451660156,
Bull_office_Efren,2017-01-11 14:00:00,ngay_lam_viec,14,25.6,170.56719970703125,170.56719970703125,
Bull_office_Efren,2017-01-11 15:00:00,ngay_lam_viec,15,26.7,175.5612030029297,175.5612030029297,
Bull_office_Efren,2017-01-11 16:00:00,ngay_lam_viec,16,25.6,178.55050659179688,178.55050659179688,
Bull_office_Efren,2017-01-11 17:00:00,ngay_lam_viec,17,25.0,185.19729614257812,185.19729614257812,
Bull_office_Efren,2017-01-11 18:00:00,ngay_lam_viec,18,23.3,170.28590393066406,170.28590393066406,
Bull_office_Efren,2017-01-11 19:00:00,ngay_lam_viec,19,22.8,152.6313018798828,152.6313018798828,
Bull_office_Efren,2017-01-11 20:00:00,ngay_lam_viec,20,21.7,144.29640197753906,144.29640197753906,
Bull_office_Efren,2017-01-11 21:00:00,ngay_lam_viec,21,20.6,117.74410247802734,117.74410247802734,
