event_id,group,module,entity_id,key,type,severity,rule_or_model,start,end,detected_at,duration_h,actual_mean,expected_mean,deviation_pct,peak_z,excess_kwh,reference_window,score,n_merged,match,matched_case_id
IF-00011,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,off_hours_run,warning,iforest,2017-06-24 00:00:00,2017-06-24 03:00:00,2017-06-24 02:00:00,4,297.376,42.193,604.8,,1020.7,month cross-fit (other 11 months of 2017),0.6722,1,false_positive,
IF-00012,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,spike,warning,iforest,2017-06-24 10:00:00,2017-06-24 10:00:00,2017-06-24 10:00:00,1,413.054,201.832,104.65,,211.2,month cross-fit (other 11 months of 2017),0.6227,1,false_positive,
IF-00013,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,spike,warning,iforest,2017-06-25 10:00:00,2017-06-25 10:00:00,2017-06-25 10:00:00,1,461.164,201.832,128.49,,259.3,month cross-fit (other 11 months of 2017),0.6274,1,false_positive,
IF-00014,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,spike,warning,iforest,2017-07-01 10:00:00,2017-07-01 11:00:00,2017-07-01 10:00:00,2,462.501,199.291,132.07,,526.4,month cross-fit (other 11 months of 2017),0.6617,1,false_positive,
IF-00015,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,spike,warning,iforest,2017-07-01 17:00:00,2017-07-01 17:00:00,2017-07-01 17:00:00,1,85.882,55.883,53.68,,30.0,month cross-fit (other 11 months of 2017),0.6264,1,false_positive,
IF-00016,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,off_hours_run,warning,iforest,2017-07-02 10:00:00,2017-07-02 17:00:00,2017-07-02 12:00:00,8,400.389,185.305,116.07,,1720.7,month cross-fit (other 11 months of 2017),0.6636,1,false_positive,
IF-00017,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,off_hours_run,warning,iforest,2017-07-08 07:00:00,2017-07-08 10:00:00,2017-07-08 09:00:00,4,350.946,81.208,332.16,,1079.0,month cross-fit (other 11 months of 2017),0.6337,1,false_positive,
IF-00018,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,spike,warning,iforest,2017-07-08 17:00:00,2017-07-08 17:00:00,2017-07-08 17:00:00,1,81.978,55.883,46.7,,26.1,month cross-fit (other 11 months of 2017),0.6311,1,false_positive,
IF-00019,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,off_hours_run,warning,iforest,2017-07-09 10:00:00,2017-07-09 17:00:00,2017-07-09 12:00:00,8,358.648,185.305,93.54,,1386.7,month cross-fit (other 11 months of 2017),0.6521,1,false_positive,
IF-00020,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,off_hours_run,warning,iforest,2017-07-15 10:00:00,2017-07-15 14:00:00,2017-07-15 12:00:00,5,413.349,201.343,105.3,,1060.0,month cross-fit (other 11 months of 2017),0.6541,1,false_positive,
IF-00021,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,spike,warning,iforest,2017-07-16 10:00:00,2017-07-16 11:00:00,2017-07-16 10:00:00,2,440.433,199.291,121.0,,482.3,month cross-fit (other 11 months of 2017),0.6535,1,false_positive,
IF-00022,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,off_hours_run,warning,iforest,2017-07-22 10:00:00,2017-07-22 17:00:00,2017-07-22 12:00:00,8,369.678,185.305,99.5,,1475.0,month cross-fit (other 11 months of 2017),0.6621,1,false_positive,
IF-00023,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,off_hours_run,warning,iforest,2017-07-23 10:00:00,2017-07-23 14:00:00,2017-07-23 12:00:00,5,470.196,201.343,133.53,,1344.3,month cross-fit (other 11 months of 2017),0.6658,1,false_positive,
IF-00024,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,off_hours_run,warning,iforest,2017-07-29 10:00:00,2017-07-29 17:00:00,2017-07-29 12:00:00,8,351.289,185.305,89.57,,1327.9,month cross-fit (other 11 months of 2017),0.6601,1,false_positive,
IF-00025,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,off_hours_run,warning,iforest,2017-07-30 10:00:00,2017-07-30 17:00:00,2017-07-30 12:00:00,8,402.033,185.305,116.96,,1733.8,month cross-fit (other 11 months of 2017),0.6663,1,false_positive,
IF-00026,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,off_hours_run,warning,iforest,2017-08-05 10:00:00,2017-08-05 17:00:00,2017-08-05 12:00:00,8,382.311,181.892,110.19,,1202.5,month cross-fit (other 11 months of 2017),0.6544,2,false_positive,
IF-00027,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,spike,warning,iforest,2017-08-06 10:00:00,2017-08-06 11:00:00,2017-08-06 10:00:00,2,501.169,200.372,150.12,,601.6,month cross-fit (other 11 months of 2017),0.6522,1,false_positive,
IF-00028,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,spike,warning,iforest,2017-08-06 16:00:00,2017-08-06 17:00:00,2017-08-06 17:00:00,2,273.541,136.981,99.69,,273.1,month cross-fit (other 11 months of 2017),0.6337,1,false_positive,
IF-00029,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,off_hours_run,warning,iforest,2017-08-12 10:00:00,2017-08-12 18:00:00,2017-08-12 12:00:00,9,438.833,173.588,152.8,,2387.2,month cross-fit (other 11 months of 2017),0.6546,1,false_positive,
IF-00030,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,off_hours_run,warning,iforest,2017-08-13 10:00:00,2017-08-13 17:00:00,2017-08-13 12:00:00,8,423.657,188.635,124.59,,1880.2,month cross-fit (other 11 months of 2017),0.6539,1,false_positive,
IF-00031,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,off_hours_run,warning,iforest,2017-08-19 10:00:00,2017-08-19 12:00:00,2017-08-19 12:00:00,3,447.449,200.543,123.12,,740.7,month cross-fit (other 11 months of 2017),0.6513,1,false_positive,
IF-00032,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,spike,warning,iforest,2017-08-19 16:00:00,2017-08-19 17:00:00,2017-08-19 17:00:00,2,235.189,136.981,71.69,,196.4,month cross-fit (other 11 months of 2017),0.6314,1,false_positive,
IF-00033,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,off_hours_run,warning,iforest,2017-08-20 10:00:00,2017-08-20 12:00:00,2017-08-20 12:00:00,3,462.524,200.543,130.64,,785.9,month cross-fit (other 11 months of 2017),0.6506,1,false_positive,
IF-00034,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,spike,warning,iforest,2017-08-20 16:00:00,2017-08-20 17:00:00,2017-08-20 17:00:00,2,242.082,136.981,76.73,,210.2,month cross-fit (other 11 months of 2017),0.6281,1,false_positive,
IF-00035,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,off_hours_run,warning,iforest,2017-09-16 03:00:00,2017-09-17 23:00:00,2017-09-16 05:00:00,45,338.598,98.703,243.05,,10795.3,month cross-fit (other 11 months of 2017),0.6384,1,false_positive,
IF-00036,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,off_hours_run,warning,iforest,2017-09-18 20:00:00,2017-09-18 23:00:00,2017-09-18 22:00:00,4,420.228,138.335,203.78,,1127.6,month cross-fit (other 11 months of 2017),0.6036,1,false_positive,
IF-00037,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,off_hours_run,warning,iforest,2017-09-19 16:00:00,2017-09-20 00:00:00,2017-09-19 18:00:00,9,437.414,186.1,135.04,,2261.8,month cross-fit (other 11 months of 2017),0.5903,1,false_positive,
IF-00038,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,high_consumption,warning,iforest,2017-09-20 06:00:00,2017-09-21 01:00:00,2017-09-20 08:00:00,20,467.588,191.384,144.32,,5524.1,month cross-fit (other 11 months of 2017),0.5954,1,false_positive,
IF-00039,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,high_consumption,warning,iforest,2017-09-21 06:00:00,2017-09-21 20:00:00,2017-09-21 08:00:00,15,490.218,224.134,118.72,,3991.3,month cross-fit (other 11 months of 2017),0.5874,1,false_positive,
IF-00040,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,high_consumption,warning,iforest,2017-09-22 11:00:00,2017-09-22 20:00:00,2017-09-22 13:00:00,10,475.805,249.174,90.95,,2266.3,month cross-fit (other 11 months of 2017),0.5761,1,false_positive,
IF-00041,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,off_hours_run,warning,iforest,2017-09-23 00:00:00,2017-09-24 23:00:00,2017-09-23 02:00:00,48,326.578,95.148,243.23,,11108.6,month cross-fit (other 11 months of 2017),0.6298,1,false_positive,
IF-00042,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,off_hours_run,warning,iforest,2017-09-25 20:00:00,2017-09-26 00:00:00,2017-09-25 22:00:00,5,396.609,121.433,226.61,,1375.9,month cross-fit (other 11 months of 2017),0.592,1,false_positive,
IF-00043,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,high_consumption,warning,iforest,2017-09-26 10:00:00,2017-09-26 15:00:00,2017-09-26 12:00:00,6,470.103,241.197,94.9,,1373.4,month cross-fit (other 11 months of 2017),0.5769,1,false_positive,
IF-00044,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,off_hours_run,warning,iforest,2017-09-26 20:00:00,2017-09-27 00:00:00,2017-09-26 22:00:00,5,366.498,121.433,201.81,,1225.3,month cross-fit (other 11 months of 2017),0.6012,1,false_positive,
IF-00045,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,off_hours_run,warning,iforest,2017-09-27 18:00:00,2017-09-28 00:00:00,2017-09-27 20:00:00,7,421.761,161.052,161.88,,1825.0,month cross-fit (other 11 months of 2017),0.5963,1,false_positive,
IF-00046,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,off_hours_run,warning,iforest,2017-09-28 17:00:00,2017-09-29 00:00:00,2017-09-28 19:00:00,8,425.244,175.561,142.22,,1997.5,month cross-fit (other 11 months of 2017),0.5948,1,false_positive,
IF-00047,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,off_hours_run,warning,iforest,2017-09-30 00:00:00,2017-09-30 06:00:00,2017-09-30 02:00:00,7,214.638,41.931,411.88,,1209.0,month cross-fit (other 11 months of 2017),0.5724,1,false_positive,
IF-00048,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,spike,warning,iforest,2017-10-21 10:00:00,2017-10-21 10:00:00,2017-10-21 10:00:00,1,439.677,217.482,102.17,,222.2,month cross-fit (other 11 months of 2017),0.6396,1,false_positive,
IF-00049,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,spike,warning,iforest,2017-11-05 10:00:00,2017-11-05 10:00:00,2017-11-05 10:00:00,1,420.615,218.555,92.45,,202.1,month cross-fit (other 11 months of 2017),0.6245,1,false_positive,
IF-00050,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,spike,warning,iforest,2017-11-26 17:00:00,2017-11-26 17:00:00,2017-11-26 17:00:00,1,578.979,67.172,761.94,,511.8,month cross-fit (other 11 months of 2017),0.6565,1,false_positive,
IF-00051,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,spike,warning,iforest,2017-11-27 01:00:00,2017-11-27 01:00:00,2017-11-27 01:00:00,1,787.001,56.27,1298.62,,730.7,month cross-fit (other 11 months of 2017),0.6444,1,false_positive,
IF-00052,A_consumption,M2_cooling,Bull_office_Efren,cooling_kw,spike,warning,iforest,2017-11-27 07:00:00,2017-11-27 07:00:00,2017-11-27 07:00:00,1,713.323,187.87,279.69,,525.5,month cross-fit (other 11 months of 2017),0.6521,1,false_positive,
IF-00053,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,off_hours_run,warning,iforest,2017-01-08 21:00:00,2017-01-08 23:00:00,2017-01-08 23:00:00,3,97.185,79.324,22.52,,53.6,month cross-fit (other 11 months of 2017),0.6002,1,false_positive,
IF-00054,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,off_hours_run,warning,iforest,2017-01-30 16:00:00,2017-01-30 18:00:00,2017-01-30 18:00:00,3,152.935,79.937,91.32,,219.0,month cross-fit (other 11 months of 2017),0.6299,1,false_positive,
IF-00055,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,iforest,2017-03-30 09:00:00,2017-03-30 10:00:00,2017-03-30 09:00:00,2,367.088,95.061,286.16,,544.1,month cross-fit (other 11 months of 2017),0.6526,1,true_positive,SYN-M1-01-01
IF-00056,DQ_quality,M1_power,Eagle_office_Norbert,power_active_kw,stuck_sensor,warning,dq_flatline>=4h,2017-04-20 02:00:00,2017-04-20 11:00:00,2017-04-20 05:00:00,10,76.952,,,,,,,1,natural,
IF-00057,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,off_hours_run,warning,iforest,2017-05-01 10:00:00,2017-05-01 20:00:00,2017-05-01 12:00:00,11,168.572,79.665,111.6,,978.0,month cross-fit (other 11 months of 2017),0.6242,1,true_positive,SYN-M1-01-03
IF-00058,DQ_quality,M1_power,Eagle_office_Norbert,power_active_kw,data_loss,warning,dq_gap>=3h,2017-05-18 07:00:00,2017-05-19 20:00:00,2017-05-18 09:00:00,38,,,,,,,,1,true_positive,SYN-M1-01-04
IF-00059,DQ_quality,M1_power,Eagle_office_Norbert,power_active_kw,stuck_sensor,warning,dq_flatline>=4h,2017-06-15 21:00:00,2017-06-16 20:00:00,2017-06-16 00:00:00,24,104.218,,,,,,,1,true_positive,SYN-M1-01-05
IF-00060,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,off_hours_run,warning,iforest,2017-07-12 04:00:00,2017-07-12 06:00:00,2017-07-12 06:00:00,3,211.61,80.173,163.94,,394.3,month cross-fit (other 11 months of 2017),0.6552,1,true_positive,SYN-M1-01-06
IF-00061,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,iforest,2017-07-12 16:00:00,2017-07-12 16:00:00,2017-07-12 16:00:00,1,170.863,146.404,16.71,,24.5,month cross-fit (other 11 months of 2017),0.6338,1,true_positive,SYN-M1-01-06
IF-00062,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,high_consumption,warning,iforest,2017-08-24 10:00:00,2017-08-24 12:00:00,2017-08-24 12:00:00,3,166.471,118.361,40.65,,144.3,month cross-fit (other 11 months of 2017),0.5864,1,true_positive,SYN-M1-01-08
IF-00063,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,iforest,2017-12-31 17:00:00,2017-12-31 17:00:00,2017-12-31 17:00:00,1,98.052,80.01,22.55,,18.0,month cross-fit (other 11 months of 2017),0.6681,1,false_positive,
IF-00064,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,off_hours_run,warning,iforest,2017-12-31 20:00:00,2017-12-31 22:00:00,2017-12-31 22:00:00,3,91.906,80.546,14.1,,34.1,month cross-fit (other 11 months of 2017),0.6082,1,false_positive,
IF-00065,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,spike,warning,iforest,2017-03-19 21:00:00,2017-03-19 22:00:00,2017-03-19 21:00:00,2,366.935,113.506,223.27,,506.9,month cross-fit (other 11 months of 2017),0.634,1,true_positive,SYN-M2-02-01
IF-00066,DQ_quality,M2_cooling,Fox_office_Carson,cooling_kw,data_loss,warning,dq_gap>=3h,2017-04-16 18:00:00,2017-04-18 07:00:00,2017-04-16 20:00:00,38,,,,,,,,1,true_positive,SYN-M2-02-02
IF-00067,DQ_quality,M2_cooling,Fox_office_Carson,cooling_kw,stuck_sensor,warning,dq_flatline>=4h,2017-05-18 08:00:00,2017-05-19 05:00:00,2017-05-18 11:00:00,22,149.396,,,,,,,1,true_positive,SYN-M2-02-04
IF-00068,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,off_hours_run,warning,iforest,2017-06-04 16:00:00,2017-06-04 23:00:00,2017-06-04 18:00:00,8,241.797,139.434,73.41,,818.9,month cross-fit (other 11 months of 2017),0.593,1,false_positive,
IF-00069,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,off_hours_run,warning,iforest,2017-06-17 14:00:00,2017-06-17 23:00:00,2017-06-17 16:00:00,10,250.023,149.929,66.76,,1000.9,month cross-fit (other 11 months of 2017),0.5931,1,false_positive,
IF-00070,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,off_hours_run,warning,iforest,2017-06-18 12:00:00,2017-06-18 23:00:00,2017-06-18 14:00:00,12,268.377,155.256,72.86,,1357.5,month cross-fit (other 11 months of 2017),0.6024,1,false_positive,
IF-00071,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,spike,warning,iforest,2017-06-19 11:00:00,2017-06-19 12:00:00,2017-06-19 11:00:00,2,520.369,184.599,181.89,,671.5,month cross-fit (other 11 months of 2017),0.6498,1,true_positive,SYN-M2-02-05
IF-00072,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,off_hours_run,warning,iforest,2017-06-19 16:00:00,2017-06-19 22:00:00,2017-06-19 18:00:00,7,302.379,157.457,92.04,,1014.5,month cross-fit (other 11 months of 2017),0.5907,1,true_positive,SYN-M2-02-05
IF-00073,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,high_consumption,warning,iforest,2017-06-20 13:00:00,2017-06-20 15:00:00,2017-06-20 15:00:00,3,346.398,200.953,72.38,,436.3,month cross-fit (other 11 months of 2017),0.582,1,false_positive,
IF-00074,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,off_hours_run,warning,iforest,2017-06-20 20:00:00,2017-06-20 22:00:00,2017-06-20 22:00:00,3,197.999,121.66,62.75,,229.0,month cross-fit (other 11 months of 2017),0.5904,1,false_positive,
IF-00075,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,off_hours_run,warning,iforest,2017-06-24 05:00:00,2017-06-24 07:00:00,2017-06-24 07:00:00,3,189.406,93.912,101.68,,286.5,month cross-fit (other 11 months of 2017),0.6159,1,false_positive,
IF-00076,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,off_hours_run,warning,iforest,2017-06-24 12:00:00,2017-06-24 22:00:00,2017-06-24 14:00:00,11,272.332,166.077,63.98,,1168.8,month cross-fit (other 11 months of 2017),0.6178,1,false_positive,
IF-00077,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,off_hours_run,warning,iforest,2017-06-25 05:00:00,2017-06-25 22:00:00,2017-06-25 07:00:00,18,271.536,152.631,77.9,,2140.3,month cross-fit (other 11 months of 2017),0.6231,1,false_positive,
IF-00078,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,off_hours_run,warning,iforest,2017-07-01 16:00:00,2017-07-01 19:00:00,2017-07-01 18:00:00,4,269.514,178.498,50.99,,364.1,month cross-fit (other 11 months of 2017),0.5857,1,false_positive,
IF-00079,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,off_hours_run,warning,iforest,2017-07-02 05:00:00,2017-07-02 07:00:00,2017-07-02 07:00:00,3,163.029,94.58,72.37,,205.3,month cross-fit (other 11 months of 2017),0.5774,1,true_positive,SYN-M2-02-06
IF-00080,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,off_hours_run,warning,iforest,2017-07-05 05:00:00,2017-07-05 08:00:00,2017-07-05 07:00:00,4,261.97,106.429,146.15,,622.2,month cross-fit (other 11 months of 2017),0.6287,1,false_positive,
IF-00081,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,spike,warning,iforest,2017-07-05 22:00:00,2017-07-05 22:00:00,2017-07-05 22:00:00,1,105.435,70.9,48.71,,34.5,month cross-fit (other 11 months of 2017),0.6121,1,false_positive,
IF-00082,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,off_hours_run,warning,iforest,2017-07-08 05:00:00,2017-07-08 22:00:00,2017-07-08 07:00:00,18,281.309,152.754,84.16,,2314.0,month cross-fit (other 11 months of 2017),0.6273,1,false_positive,
IF-00083,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,off_hours_run,warning,iforest,2017-07-09 05:00:00,2017-07-09 08:00:00,2017-07-09 07:00:00,4,239.049,105.444,126.71,,534.4,month cross-fit (other 11 months of 2017),0.6143,1,false_positive,
IF-00084,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,off_hours_run,warning,iforest,2017-07-09 15:00:00,2017-07-09 22:00:00,2017-07-09 17:00:00,8,272.055,159.096,71.0,,903.7,month cross-fit (other 11 months of 2017),0.6159,1,false_positive,
IF-00085,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,high_consumption,warning,iforest,2017-07-11 14:00:00,2017-07-11 22:00:00,2017-07-11 16:00:00,9,359.891,170.049,111.64,,1708.6,month cross-fit (other 11 months of 2017),0.5951,1,false_positive,
IF-00086,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,high_consumption,warning,iforest,2017-07-12 05:00:00,2017-07-12 23:00:00,2017-07-12 07:00:00,19,334.112,152.207,119.51,,3456.2,month cross-fit (other 11 months of 2017),0.634,1,false_positive,
IF-00087,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,high_consumption,warning,iforest,2017-07-13 05:00:00,2017-07-13 23:00:00,2017-07-13 07:00:00,19,325.857,152.207,114.09,,3299.3,month cross-fit (other 11 months of 2017),0.6418,1,false_positive,
IF-00088,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,high_consumption,warning,iforest,2017-07-14 05:00:00,2017-07-14 14:00:00,2017-07-14 07:00:00,10,349.199,153.046,128.17,,1961.5,month cross-fit (other 11 months of 2017),0.6281,1,false_positive,
IF-00089,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,off_hours_run,warning,iforest,2017-07-15 05:00:00,2017-07-15 18:00:00,2017-07-15 07:00:00,14,282.607,159.142,77.58,,1728.5,month cross-fit (other 11 months of 2017),0.6186,1,false_positive,
IF-00090,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,off_hours_run,warning,iforest,2017-07-16 05:00:00,2017-07-16 08:00:00,2017-07-16 07:00:00,4,241.95,105.444,129.46,,546.0,month cross-fit (other 11 months of 2017),0.6082,1,false_positive,
IF-00091,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,spike,warning,iforest,2017-07-16 22:00:00,2017-07-16 22:00:00,2017-07-16 22:00:00,1,117.463,72.588,61.82,,44.9,month cross-fit (other 11 months of 2017),0.6127,1,false_positive,
IF-00092,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,high_consumption,warning,iforest,2017-07-17 10:00:00,2017-07-17 12:00:00,2017-07-17 12:00:00,3,380.019,181.458,109.43,,595.7,month cross-fit (other 11 months of 2017),0.5815,1,false_positive,
IF-00093,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,high_consumption,warning,iforest,2017-07-17 17:00:00,2017-07-17 19:00:00,2017-07-17 19:00:00,3,382.645,181.856,110.41,,602.4,month cross-fit (other 11 months of 2017),0.588,1,false_positive,
IF-00094,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,high_consumption,warning,iforest,2017-07-18 05:00:00,2017-07-18 18:00:00,2017-07-18 07:00:00,14,358.581,165.405,116.79,,2704.5,month cross-fit (other 11 months of 2017),0.6461,1,false_positive,
IF-00095,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,high_consumption,warning,iforest,2017-07-19 05:00:00,2017-07-19 16:00:00,2017-07-19 07:00:00,12,354.654,161.596,119.47,,2316.7,month cross-fit (other 11 months of 2017),0.6189,1,false_positive,
IF-00096,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,spike,warning,iforest,2017-07-19 22:00:00,2017-07-19 22:00:00,2017-07-19 22:00:00,1,132.058,70.9,86.26,,61.2,month cross-fit (other 11 months of 2017),0.6116,1,false_positive,
IF-00097,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,off_hours_run,warning,iforest,2017-07-20 05:00:00,2017-07-20 07:00:00,2017-07-20 07:00:00,3,256.05,95.752,167.41,,480.9,month cross-fit (other 11 months of 2017),0.5907,1,false_positive,
IF-00098,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,high_consumption,warning,iforest,2017-07-21 05:00:00,2017-07-21 18:00:00,2017-07-21 07:00:00,14,344.382,159.185,116.34,,2222.4,month cross-fit (other 11 months of 2017),0.5989,2,false_positive,
IF-00099,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,off_hours_run,warning,iforest,2017-07-22 05:00:00,2017-07-22 23:00:00,2017-07-22 07:00:00,19,295.693,146.643,101.64,,2831.9,month cross-fit (other 11 months of 2017),0.653,1,false_positive,
IF-00100,A_consumption,M2_cooling,Fox_office_Carson,cooling_kw,off_hours_run,warning,iforest,2017-07-23 05:00:00,2017-07-23 22:00:00,2017-07-23 07:00:00,18,305.339,152.754,99.89,,2746.5,month cross-fit (other 11 months of 2017),0.6453,1,false_positive,
